index,title,content,source
0,10 Early Signs and Symptoms of Alzheimer's and Dementia,"Changes in mood and personality Individuals living with Alzheimer’s or other dementia may experience mood and personality changes. They can become confused, suspicious, depressed, fearful or anxious. They may be easily upset at home, with friends or when out of their comfort zone.",https://www.alz.org/
0,10 Early Signs and Symptoms of Alzheimer's and Dementia,What's a typical age-related change? Developing very specific ways of doing things and becoming irritable when a routine is disrupted.,https://www.alz.org/
1,What Is Dementia?,"Dementia is a general term for loss of memory, language, problem-solving and other thinking abilities that are severe enough to interfere with daily life. Alzheimer's is the most common cause of dementia.",https://www.alz.org/
1,What Is Dementia?,"About dementia What is dementia? Causes, symptoms and diagnosis. Dementia is an umbrella term for loss of memory and other abilities.Dementia is not a single disease. It's an overall term to describe a collection of symptoms that one may experience if they are living with a variety of diseases, including Alzheimer's disease. Diseases grouped under the general term ""dementia"" are caused by abnormal brain changes. Dementia symptoms trigger a decline in thinking skills, also known as cognitive abilities, severe enough to impair daily life and independent function. They also affect behavior, feelings and relationships.",https://www.alz.org/
1,What Is Dementia?,"Alzheimer's disease accounts for 60-80% of cases. Vascular dementia, which occurs because of microscopic bleeding and blood vessel blockage in the brain, is the second most common cause of dementia. Those who experience the brain changes of multiple types of dementia simultaneously have mixed dementia. There are many other conditions that can cause symptoms of cognitive impairment but that aren't dementia, including some that are reversible, such as thyroid problems and vitamin deficiencies.",https://www.alz.org/
1,What Is Dementia?,"Dementia is often incorrectly referred to as ""senility"" or ""senile dementia,"" which reflects the formerly widespread but incorrect belief that serious mental decline is a normal part of aging.",https://www.alz.org/
1,What Is Dementia?,"Learn more: Common Types of Dementia, What is Alzheimer's?",https://www.alz.org/
1,What Is Dementia?,Know the 10 signs Find out how typical age-related memory loss compares to early signs of Alzheimer's and other dementias.,https://www.alz.org/
1,What Is Dementia?,Symptoms and signs of dementia Signs of dementia can vary greatly. Examples include problems with:,https://www.alz.org/
1,What Is Dementia?,"Short-term memory. Keeping track of a purse or wallet. Paying bills. Planning and preparing meals. Remembering appointments. Traveling out of the neighborhood. Dementia symptoms are progressive, which means that the signs of cognitive impairment start out slowly and gradually get worse over time, leading to dementia. If you or someone you know is experiencing memory difficulties or other changes in thinking skills, don't ignore them. See a doctor soon to determine the cause. Professional evaluation may detect a treatable condition. And even if symptoms suggest dementia, early diagnosis allows a person to get the maximum benefit from available treatments and provides an opportunity to volunteer for clinical trials or studies. It also provides time to plan for the future.",https://www.alz.org/
1,What Is Dementia?,"Learn more: 10 Warning Signs, Stages of Alzheimer's",https://www.alz.org/
1,What Is Dementia?,"Causes Dementia is caused by a variety of diseases that cause damage to brain cells. This damage interferes with the ability of brain cells to communicate with each other. When brain cells cannot communicate normally, thinking, behavior and feelings can be affected.",https://www.alz.org/
1,What Is Dementia?,"The brain has many distinct regions, each of which is responsible for different functions (for example, memory, judgment and movement). When cells in a particular region are damaged, that region cannot carry out its functions normally.",https://www.alz.org/
1,What Is Dementia?,"Take our free e-learning course Understanding Alzheimer's and Dementia outlines the difference between Alzheimer's and dementia, symptoms, stages, risk factors and more.",https://www.alz.org/
1,What Is Dementia?,"Different types of dementia are associated with particular types of brain cell damage in particular regions of the brain. For example, in Alzheimer's disease, high levels of certain proteins inside and outside brain cells make it hard for brain cells to stay healthy and to communicate with each other. The brain region called the hippocampus is the center of learning and memory in the brain, and the brain cells in this region are often the first to be damaged. That's why memory loss is often one of the earliest symptoms of Alzheimer's. While most changes in the brain that cause dementia are permanent and worsen over time, thinking and memory problems caused by the following conditions may improve when the condition is treated or addressed:",https://www.alz.org/
1,What Is Dementia?,"Depression. Medication side effects. Excess use of alcohol. Thyroid problems. Vitamin deficiencies. Diagnosis of dementia There is no one test to determine if someone has dementia. Doctors diagnose Alzheimer's and other types of dementia based on a careful medical history, a physical examination, laboratory tests, and the characteristic changes in thinking, day-to-day function and behavior associated with each type. Doctors can determine that a person has dementia with a high level of certainty. But it's harder to determine the exact type of dementia because the symptoms and brain changes of different dementias can overlap. In some cases, a doctor may diagnose ""dementia"" and not specify a type. If this occurs, it may be necessary to see a specialist such as a neurologist, psychiatrist, psychologist or geriatrician.",https://www.alz.org/
1,What Is Dementia?,Learn more: Memory Tests,https://www.alz.org/
1,What Is Dementia?,"Dementia help and support are available If you or someone you know has been diagnosed with Alzheimer's or another dementia, you are not alone. The Alzheimer's Association is one of the most trusted resources for information, education, referral and support.",https://www.alz.org/
1,What Is Dementia?,"Call our 24/7 Helpline: 800.272.3900 See our caregiving information for Alzheimer’s and dementia caregivers Locate a support group in your community Donate to fight Alzheimer's The first survivor of Alzheimer's is out there, but we won't get there without you.",https://www.alz.org/
1,What Is Dementia?,"Dementia treatment and care Treatment of dementia depends on its cause. In the case of most progressive dementias, including Alzheimer's disease, there is no cure, but two treatments — aducanumab (Aduhelm®) and lecanemab (Leqembi®) — demonstrate that removing beta-amyloid, one of the hallmarks of Alzheimer’s disease, from the brain reduces cognitive and functional decline in people living with early Alzheimer’s. Others can temporarily slow the worsening of dementia symptoms and improve quality of life for those living with Alzheimer's and their caregivers. The same medications used to treat Alzheimer's are among the drugs sometimes prescribed to help with symptoms of other types of dementias. Non-drug therapies can also alleviate some symptoms of dementia.",https://www.alz.org/
1,What Is Dementia?,"Ultimately, the path to effective new treatments for dementia is through increased research funding and increased participation in clinical studies. Right now, volunteers are urgently needed to participate in clinical studies and trials about Alzheimer's and other dementias.",https://www.alz.org/
1,What Is Dementia?,"Learn more: Medications for Memory Loss, Alternative Treatments for Alzheimer's",https://www.alz.org/
1,What Is Dementia?,Dementia risk and prevention Sprint for Discovery New research shows there are things we can do to reduce the risk of mild cognitive impairment and dementia.,https://www.alz.org/
1,What Is Dementia?,"Some risk factors for dementia, such as age and genetics, cannot be changed. But researchers continue to explore the impact of other risk factors on brain health and prevention of dementia.",https://www.alz.org/
1,What Is Dementia?,"Research reported at the 2019 Alzheimer’s Association International Conference® suggests that adopting multiple healthy lifestyle choices, including healthy diet, not smoking, regular exercise and cognitive stimulation, may decrease the risk of cognitive decline and dementia. Learn more: Brain Health",https://www.alz.org/
