index,title,content,url
1,Dementia with Lewy bodies (DLB): what is it and what causes it?,"Who gets dementia with Lewy bodies? Around 5% of people with a diagnosis of dementia are recorded as having DLB, but there is good evidence that the condition is under-diagnosed. Scientists think DLB may account for up to 20% of all dementia.",https://www.alzheimers.org.uk/about-dementia/types-dementia/dementia-with-lewy-bodies
1,Dementia with Lewy bodies (DLB): what is it and what causes it?,"Dementia with Lewy bodies affects men and women roughly equally. As with most other types of dementia, DLB becomes increasingly common over the age of 65. It can also affect people younger than this.",https://www.alzheimers.org.uk/about-dementia/types-dementia/dementia-with-lewy-bodies
1,Dementia with Lewy bodies (DLB): what is it and what causes it?,"There is not much evidence that anything we might be exposed to during our lives increases the risk of DLB. Having a traumatic head injury (or repeated injuries) may increase the risk of developing Parkinson’s disease later in life, but it’s not known whether this also applies to DLB.",https://www.alzheimers.org.uk/about-dementia/types-dementia/dementia-with-lewy-bodies
1,Dementia with Lewy bodies (DLB): what is it and what causes it?,"Almost all people who develop DLB have a ‘sporadic’ form, which means that the main cause is unknown. Some genes may increase the risk of developing DLB.",https://www.alzheimers.org.uk/about-dementia/types-dementia/dementia-with-lewy-bodies
2,Frontotemporal Dementia (FTD),Frontotemporal dementia (FTD) is one of the less common types of dementia. It is sometimes called Pick's disease or frontal lobe dementia. The first noticeable FTD symptoms are changes to personality and behaviour and/or difficulties with language.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"What is frontotemporal dementia (FTD)? Dementia describes a group of symptoms that can include problems with memory, thinking or language, and changes in mood, emotions and behaviour. It is caused when the brain is damaged by disease.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),The word ‘frontotemporal’ refers to the two sets of lobes (frontal and temporal) in the brain that are damaged in this type of dementia. FTD occurs when disease damages nerve cells in these lobes.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),This causes the connections between them and other parts of the brain to break down. The levels of chemical messengers in the brain also get lower over time. These messengers allow nerve cells to send signals to each other and the rest of the body.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"As more and more nerve cells are damaged and die, the brain tissue in the frontal and temporal lobes starts to get smaller.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"There are two broad types of Frontotemporal dementia: Behavioural variant FTD – where damage to the frontal lobes of the brain mainly causes problems with behaviour and personality. These lobes are found behind the forehead and process information that affects how we behave and the control of our emotions. They also help us to plan, solve problems and focus for long enough to finish a task. Primary progressive aphasia (PPA) occurs when damage to the temporal lobes – on either side of the head nearest the ears – causes language problems. This part of the brain has many roles. A key function of the left temporal lobe is to store the meanings of words and the names of objects. The right temporal lobe helps most people recognise familiar faces and objects. The first noticeable symptoms for a person with FTD will be changes to their personality and behaviour and/or difficulties with language.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"These are very different from the early symptoms of more common types of dementia. For example, in Alzheimer’s disease, early changes are often problems with day-to-day memory. In the early stages of FTD, many people can still remember recent events.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),What are the symptoms of frontotemporal dementia? Frontotemporal dementia affects everyone differently. Its symptoms vary a lot and depend on which areas of the frontal and temporal lobes are damaged – and so the type of FTD the person has.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"As with most forms of dementia, FTD is progressive. This means its symptoms may be mild at first, but they will get worse over time.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),Find out more about FTD symptoms below.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),What are the symptoms of behavioural variant FTD? This is the most common type of frontotemporal dementia. In the early stages it mainly causes changes in someone’s personality and behaviour.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),A person with behavioural variant FTD may:,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"lose motivation to do things that they used to enjoy struggle to focus on tasks and become distracted easily find it difficult to plan, organise and make decisions – these problems may first appear at work or with managing money lose their inhibitions – behaving in socially inappropriate ways and acting impulsively or without thinking. For example, making insensitive or rude comments about someone’s appearance, making sexual gestures in public, staring at strangers, or being verbally or physically aggressive lose the ability to understand what others might be thinking or feeling – they may be less considerate of the needs of others, lose interest in social activities or be less friendly. They may also have less of a sense of humour or laugh at other people’s problems. This can make the person appear cold and selfish show repetitive or obsessive behaviours – for example, repeating phrases or gestures, hoarding or being obsessed with timekeeping. They may also take up new interests – for example, music or spirituality. These might give the person a positive focus but can become obsessive in nature crave sweet, fatty foods or carbohydrates and forget their table manners. They may also no longer know when to stop eating, drinking alcohol or smoking. FTD can also affect how sensitive a person is to physical or environmental stimulation such as temperature, sounds and even pain.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"Most people with behavioural variant FTD are not fully aware of their symptoms. Instead, these changes are often first noticed by the people who are close to them.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"As a result, people with this type of FTD rarely think they need to seek medical help for their condition. They may also refuse to do so if others suggest it. This can cause long delays in getting an accurate diagnosis. The person may also have problems taking medication or going to therapy sessions if they are not aware of their condition. Safe driving will also be difficult.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"This can all be very stressful for the family and carers of a person with behavioural variant FTD. It can also affect the person’s relationships. It may be helpful to call Alzheimer’s Society support line on 0333 150 3456 or visit our online community, Talking Point.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"What are the symptoms of primary progressive aphasia (language variants of FTD)? The other main type of FTD is primary progressive aphasia (PPA) where the early symptoms are mostly problems with language. Other aspects of thinking, perception and behaviour are not affected as much during the early stages.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"However, as the disease progresses, there may start to be changes in these areas.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),The two main subtypes of PPA are:,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),semantic variant PPA non-fluent variant PPA.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),Semantic variant PPA This condition causes a person to forget the meaning of words. About 1 in 5 people with FTD will have this type.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),A person with semantic variant PPA is likely to:,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"lose their vocabulary over time – at first mostly words they are less familiar with, such as technical words (for example ‘accelerator’) or less common words (for example ‘crinoline’). They may try to use more general words instead – for example, calling a ‘spanner’ a ‘tool’ or a ‘thingy’. As the condition develops, they will start to forget even basic words, such as ‘wet’ or ‘sugar’. forget what familiar objects are used for – for example, a person may forget what a toaster does and why it’s in the kitchen. These changes can cause a great loss of independence for the person with dementia.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"Along with losing the ability to communicate clearly, they may also eventually lose the skills to use everyday objects such as cutlery, toothbrushes or doors. See the ‘Treatment and support’ page for ideas about how to manage these symptoms.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"Although the main symptoms of semantic variant PPA involve language, the condition usually also causes changes in behaviour.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),Getting obsessed about daily routines or having eating problems are common – like in behavioural variant FTD.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),Non-fluent variant PPA This condition causes a person to have problems with speaking. About 1 in 4 people with FTD will have this condition.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"Over time, a person with non-fluent variant PPA will find it more and more difficult to get their words out.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),They may also:,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"start to speak differently – this includes speaking more slowly, using the wrong grammar and putting words in the wrong order. For example, ‘I gone to the shop.’ use shorter, simpler sentences that miss out shorter words (known as telegraphic speech) – for example, ‘Tired. Going bed now.’ say the opposite of what they mean – for example, saying ‘yes’ when they mean ‘no’. Unlike those with semantic variant PPA, many people with non-fluent variant PPA still understand individual words.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"However, over time they will struggle to understand full sentences that use these words. For example, a person with this condition may know what a ‘spoon’ is, but they may not know the meaning of ‘Can you pass me the spoon, please?’",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"This makes it difficult for the person to have a conversation, which can be both frustrating and isolating.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),At some point the person may stop speaking completely.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"What are the symptoms in the later stages of FTD? As FTD progresses, differences between the types described above become much less obvious.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"Many people with the behavioural variant develop language problems and may eventually lose all speech. Similarly, many people with a language variant of FTD (especially semantic variant dementia) develop clear changes in their behaviour and personality.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),The later stages of all types of FTD bring a greater range of symptoms as the disease spreads to other areas of the brain. Any symptoms the person already has will also get worse.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"As a result, symptoms become similar to the later stages of other types of dementia, such as Alzheimer’s disease.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),The person may:,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"become forgetful have delusions or hallucinations get restless or agitated easily, or behave aggressively no longer recognise friends and family. At this late stage they are also likely to need full-time care to meet their daily needs.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"How quickly FTD progresses, and the life expectancy of someone with the condition varies from person to person. Many factors can affect the speed and pattern of progression. This includes a person’s age when they were diagnosed and whether they have other health conditions.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),What are the symptoms of related conditions that can affect people with FTD? About 1 or 2 in every 10 people with frontotemporal dementia also develop one of a number of conditions that makes it harder for them to move. This can happen either before or after dementia symptoms first appear.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),These are generally uncommon conditions but there are three that are more likely to affect people with FTD. These are:,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),motor neurone disease progressive supranuclear palsy corticobasal syndrome. Motor neurone disease Motor neurone disease (MND) is a progressive condition that causes muscles to weaken and waste away.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),Eventually a person with MND becomes almost completely paralysed and struggles to breathe or swallow.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),FTD and MND are both progressive and life-limiting conditions. Having the two conditions can reduce a person’s life expectancy more than FTD can on its own.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"Corticobasal syndrome and progressive supranuclear palsy Corticobasal syndrome (CBS) and progressive supranuclear palsy (PSP) are conditions with a combination of dementia symptoms and movement difficulties. These can include muscle twitching, stiffness, slow movements, slurred speech and loss of balance or co-ordination.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),PSP also causes problems with the control of eye movements.,https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
2,Frontotemporal Dementia (FTD),"Both conditions can also cause FTD-like symptoms and, in the later stages, difficulties with swallowing.",https://www.alzheimers.org.uk/about-dementia/types-dementia/frontotemporal-dementia
3,What is vascular dementia?,"Vascular dementia is the second most common type of dementia (after Alzheimer's disease). Everyone experiences it differently. Symptoms vary depending on the person, the cause and the areas of the brain that are affected.",https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,Signs and symptoms of vascular dementia The most common symptoms of vascular dementia during the early stages are:,https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,"problems with planning or organising, making decisions or solving problems difficulties following a series of steps (such as when cooking a meal) slower speed of thought problems concentrating, including short periods of sudden confusion. A person in the early stages may also have difficulties with their memory and their language.",https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,"Symptoms may develop quickly or more gradually. As vascular dementia progresses, the symptoms get worse and cause problems with everyday living.",https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,"Types of vascular dementia There are several types of vascular dementia, including:",https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,"multi-infarct dementia subcortical vascular dementia stroke-related dementia They are all a result of problems with blood supply to parts of the brain, which then become damaged.",https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,Diagnosing vascular dementia It’s very important for anyone who has regular problems with their thinking or memory to speak to their doctor.,https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,Dementia is usually diagnosed by a combination of tests with a specialist health professional.,https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,"If the symptoms turn out to be dementia, getting an early diagnosis has many benefits.",https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,"Causes of vascular dementia There are many things that increase a person’s chances of developing vascular dementia. For example their age, other health conditions and lifestyle factors.",https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,These are called ‘risk factors’ and it is possible to avoid some of them.,https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,The biggest risk factor for vascular dementia is age and the risk increases once a person gets to 65.,https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,"Getting advice and support If you are worried that you or someone you know may have vascular dementia, arrange an appointment with a doctor.",https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
3,What is vascular dementia?,There are many ways to help someone to live well with vascular dementia.,https://www.alzheimers.org.uk/about-dementia/types-dementia/vascular-dementia
4,"Delirium - symptoms, diagnosis and treatment","Delirium is a common, serious but often treatable condition that starts suddenly in someone who is unwell. It’s much more common in older people, especially those with dementia.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","What is delirium? Delirium is a worsening or change in a person’s mental state that happens suddenly, over one to two days. The person may become confused, or be more confused than usual. Or they may become sleepy and drowsy. Delirium can be distressing to the person and those around them, especially when they don’t know what’s causing these changes.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","Delirium may be the first sign that someone is becoming unwell, and is one of the most common early symptoms of coronavirus infection in people with dementia.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","What are the symptoms of delirium? If someone suddenly develops any of the symptoms below or is ‘not themselves’, speak to a nurse or doctor immediately. Family, friends and carers – including professional carers – are often best placed to recognise and describe changes because they know the person best. A person with delirium may be unaware of the changes and will often be unable to describe them.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment",A person with delirium may:,https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","be easily distracted be less aware of where they are or what time it is (disorientation) suddenly not be able to do something as well as normal (for example, walking or eating) be unable to speak clearly or follow a conversation have sudden swings in mood have hallucinations – seeing or hearing things, often frightening, that aren’t really there have delusions or become paranoid – strongly believing things that are not true, for example that others are trying to physically harm them or have poisoned their food or drinks.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","Symptoms of delirium often fluctuate (come and go) over the course of the day. Healthcare professionals divide delirium into three types based on the other symptoms that someone has. These three types are hyperactive, hypoactive and mixed delirium. Among older people, including those with dementia, hypoactive and mixed delirium are more common.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment",Hyperactive delirium A person with hyperactive delirium may:,https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","seem restless be agitated (for example, with more walking about or pacing) resist personal care or respond aggressively to it seem unusually vigilant. Someone with hyperactive delirium can easily get very distressed due to not understanding where they are or losing track of time. They may have delusions or hallucinations that carers are trying to harm them.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment",Hypoactive delirium A person with hypoactive delirium may be:,https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","withdrawn, feeling lethargic and tired drowsy unusually sleepy unable to stay focused when they’re awake. It can be easy not to notice that someone has hypoactive delirium, because they may be very quiet. The person may stop eating as much or become less mobile than usual. They may spend more time in bed.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","Mixed delirium A person with mixed delirium has symptoms of hyperactive delirium at times and symptoms of hypoactive delirium at other times. They will switch between these symptoms over the day or from one day to the next. For example, they could be very agitated at one time and then later become very drowsy.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","How is delirium different from dementia? Delirium is different from dementia. But they have similar symptoms, such as confusion, agitation and delusions. If a person has these symptoms, it can be hard for healthcare professionals who don’t know them to tell whether delirium or dementia is the cause. When a person with dementia also gets delirium they will have symptoms from both conditions at once.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","There are important differences between delirium and dementia. Delirium starts suddenly (over a period of one to two days) and symptoms often also vary a lot over the day. In contrast, the symptoms of dementia come on slowly, over months or even years. So if changes or symptoms start suddenly, this suggests that the person has delirium.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment",Dementia with Lewy bodies is an exception. This type of dementia has many of the same symptoms as delirium (including visual hallucinations) and they can vary a lot over the day.,https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment",How is delirium diagnosed? It’s really important that a person’s delirium is diagnosed quickly. Delirium is a serious condition and is linked to severe problems if it isn’t treated.,https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","A healthcare professional such as a doctor or nurse will make the diagnosis. To decide if someone has delirium or not, they will consider the person’s clinical history (how their symptoms developed) and examine them. They will use a quick test known as a 4AT.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","The 4AT test measures someone’s: alertness – whether the person is drowsy or agitated awareness – for example, of the current year and where they are attention – for example, how well the person is able to name the months of the year backwards from December acute change or fluctuating course – whether symptoms started suddenly or are now coming and going. A doctor or nurse may assess someone’s mental state each day in hospital. Or they may do so when the person moves from one place to another, for example from a hospital to a care home. If they find that the person has delirium, they should tell the person’s close family.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment","Health or social care staff involved in their care might suspect that the person has undiagnosed dementia, but will not assess them for this until their delirium is over. If they are in doubt, they will treat the delirium first as this needs treating more urgently.",https://www.alzheimers.org.uk/get-support/daily-living/delirium
4,"Delirium - symptoms, diagnosis and treatment",Even in hospital it can be difficult for delirium to be spotted and diagnosed. This is another reason to tell staff if you notice a change in the person you care about.,https://www.alzheimers.org.uk/get-support/daily-living/delirium
