url,title,content,tags
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Allows the person you appoint to have legal authority to make health care decisions for you if you are no longer able to speak for yourself.
Allows you to make specific written instructions for your future health care in the event of any situation in which you can no longer speak for yourself.
You are in charge of your health care decisions, as long as you are able to make them, unless you specify differently.
Physicians and your agent are obligated by law to follow your health care instructions.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Make decisions regarding any treatment, not just life-sustaining treatment
You can give limited powers to agent or broad powers to agent
Start helping you before you are incapacitated if you specify this is what you want
Select or discharge care providers and institutions
Accept or refuse specific treatments
Withdraw or withhold life-sustaining treatment
Make anatomical gifts, e.g. tissue or organ donation
Allow, restrict, or forbid autopsy, unless required by law
Direct the disposition of remains and make funeral or memorial plans",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,You can give limited powers to agent or broad powers to agent,[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Cannot make legal or financial decisions unless given that power through a Durable Power of Attorney for Property/Finance
Cannot deny comfort measures to you
Cannot be held responsible for your medical bills unless person also has Power of Attorney for Finance
Cannot access your medical records as long as you are competent to make your own health care decisions. AHCD is not a release of information. The Health Insurance Portability and Accountability Act (HIPPA) protects your privacy unless you sign a release of information with the treating physician. However, medical systems sometimes recognize the AHCD as a de facto release of information.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Person must be over 18 years old.
Name one primary agent and two alternates in case the primary person is unavailable, unwilling, or unable to act on your behalf.
Doesn’t have to be someone who lives in your geographic area, but if agent doesn’t, then you should have alternates who are nearby in case there is need for immediate decisions and/or long-term oversight of care.
Choose someone you trust; can be spouse, partner, family member, friend.
Does not have to be same person who has power of attorney for finance.
Someone who knows your personal values and beliefs.
Someone you have talked to about these issues.
Someone who is willing/able to do what you want them to do, who shares your values and beliefs about medical care and dying.
Cannot be your doctor, health care professional, or someone working in a health care facility, such as a nursing home, in which you are receiving care.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"All hospitals and doctors’ offices have the form
Long-term care ombudsman program
Senior legal services
Senior information and referral (usually under the Area Agency for Aging)
State medical society
Attorney",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"You have to be 18 and mentally competent.
You can write out your health care wishes separate from the form and attach it to the AHCD in case your agent isn’t available in an emergency.
This will also help your agent when he/she has to make a decision and can help reduce family conflict if there is disagreement about a decision. Sign and date any sheets attached to the AHCD.
Does not require an attorney.
You must sign the form yourself.
It must be witnessed by two people not named as agents, or it can be notarized.
Witnesses cannot be your agent or alternates, your physician, or employee of residential or health care facility.
One witness must not be a family member by blood, marriage, or adoption and must not be entitled to any part of your estate.
If you are a resident of a skilled nursing facility, one witness must be a patient advocate or state-designated ombudsman.
Can be changed or revoked at any time you choose, as long as you are competent to make the decision.
Creating a new AHCD automatically revokes your previous one.
If you change it, inform concerned parties about your wishes or new agents.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Someone has to make decisions when an ill person can’t.
Doctors, hospital staff, and loved ones will do the best they can.
Often that means disagreement over what you would have wanted.
If health care professionals make the decision, they will do all they can to keep you alive.
What they decide might not be what you want.
A conservator or guardian could be appointed by the court to decide for you.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Accepting or withholding life support measures, such as feeding tubes, ventilators, defibrillation, dialysis, and CPR.
Specifying particular health care instructions you might have regarding accepting or withholding treatment for such things as a UTI (urinary tract infection), pneumonia, pain medications, antibiotics, flu shots, surgery, etc.
You can state that you do not want life-prolonging treatments if you will never recover your physical and mental health so that you will be able to live without constant care and supervision.
You can also state that you wish to receive only palliative care or comfort care.
Or you can state that you want your life prolonged as long as possible.
You can address what you wish to occur in the event of trauma, a prolonged state of unconsciousness, a diagnosis of dementia, etc.
You have the right to insist on treatment, as well as the right to refuse treatment.
Each occurrence is considered a new treatment, such as taking a daily medication, going to dialysis, or breathing on a ventilator.
Doctors may present information on “medical futility”—the doctor informs you that further treatment will not change the outcome.
See FCA fact sheets Advanced Illness: Holding On and Letting Go, and Advanced Illness: Feeding Tubes and Ventilators. 
Before making these decisions, they should be discussed with a well-informed health professional as well as family, clergy, etc.
Ask what you can expect during the last days of your life and what your loved ones should expect if you are facing a life-limiting illness.
If your health care provider refuses to observe your stated wishes or the decisions of your agent because of conscience or the institution’s policies or standards, the provider must inform you or your agent immediately and arrange to transfer you to another provider.  ",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Each occurrence is considered a new treatment, such as taking a daily medication, going to dialysis, or breathing on a ventilator.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"See FCA fact sheets Advanced Illness: Holding On and Letting Go, and Advanced Illness: Feeding Tubes and Ventilators. ",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Ask what you can expect during the last days of your life and what your loved ones should expect if you are facing a life-limiting illness.
If your health care provider refuses to observe your stated wishes or the decisions of your agent because of conscience or the institution’s policies or standards, the provider must inform you or your agent immediately and arrange to transfer you to another provider.  ",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Make lots of copies.
If you have a vial of life, put a note in it to say where the form is kept.
Vial of life is available from your local fire station or online at www.vialoflife.com.
Contains important medical information in case of emergency.
Keep one copy at home in a place you and your family/agents know where it is.
Give a copy to your agent and alternates.
Give a copy to family members who are not agents so they know your wishes.
Give a copy to each of your physicians.
Give a copy to your lawyer (the AHCD may be part of a trust or other legal documents that you have completed).
If you go to the hospital or other health care facility, take a copy with you and give it to the hospital staff.
Put a card or notation in your wallet or purse stating that you have an AHCD.
List phone numbers of your agents.
Take a copy with you when you travel, or put it on your electronic devises under ICE (in case of emergency).
If you live extended periods of time outside your home state, also complete an AHCD for the other state you are living in.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Vial of life is available from your local fire station or online at www.vialoflife.com.
Contains important medical information in case of emergency.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"List phone numbers of your agents.
Take a copy with you when you travel, or put it on your electronic devises under ICE (in case of emergency).",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"This is a doctor’s order that states that you do not want to be resuscitated, e.g. not have CPR (cardio-pulmonary resuscitation), in the event that your heart stops beating or you stop breathing.
Discuss with your physician your health status and whether this is appropriate.
As a doctor’s order, it must be heeded.
If paramedics are called and you do not have a DNR (or POLST—see below) in the house, they are legally required to do everything possible to resuscitate you.
If you go to the hospital, you can ask that you be “No Code,” which means you do not want to be resuscitated as above.
See FCA fact sheet Advanced Illness: CPR and DNR.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Not in all states as of this time, but more states are accepting this form.
As a doctor’s order, it must be heeded.
Follows you wherever you go; it’s valid at home, in a nursing home, a long-term care facility, and in the hospital.
Discuss with your physician and complete in keeping with your current medical condition.
Can be changed and updated as your health status changes.
Gives emergency and medical personnel orders, based on your wishes, on which actions to take in the event of an emergency.
There are three levels of care you can designate:
“Comfort Measures Only”
“Limited Additional Interventions”
“Full Treatment”
Says what you do and don’t want in terms of end of life treatment, e.g. feeding tubes (artificial nutrition), CPR, ventilators, antibiotics, etc.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,Can be changed and updated as your health status changes.,[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"“Comfort Measures Only”
“Limited Additional Interventions”
“Full Treatment”",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"If we don’t plan, and share our ideas with those we love, others will take over at the very time when we are most vulnerable, most in need of understanding and comfort, and most longing for dignity.
Find an opportunity to talk with family members about your wishes, and also about how you think about the decisions you or they might have to make. Use newspaper articles, movies, TV shows, or the experiences of others as openers to these conversations.
Play the “What if….” Game—ask yourself and others what they want “if this or that happened,” for example, “If you got hit by a bus crossing the street” or “If you had a stroke and couldn’t feed yourself” etc.
Have conversations frequently, as both you and your loved ones might change your thinking over time. Sometimes it is best to have shorter talks more regularly.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"What are your fears?
What medical treatments and care are acceptable to you?
What do you think about the care a friend received when facing a life-limiting illness?
Do you wish to be resuscitated if you stop breathing or if your heart stops?
What actually happens, in terms of personal, legal, financial, and medical affairs, when a person dies, or may be near death? Do you want to know more about what might happen?
Will your loved ones be prepared for the decisions they may have to make?
Do you wish to be hospitalized or stay at home or somewhere else if you are seriously or terminally ill? Do you know your options, e.g. hospice?
How will your care be paid for? Does someone have the authority to pay the bills for your care if you can’t sign your own checks?",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Beliefs about religion, pain, suffering, quality of life, death, and afterlife
Talk with religious advisors about spiritual concerns
Loss of dignity, not being understood, being overly sedated or in a lingering state of unconsciousness, being alone, dying in a strange place
Leaving loved ones or unfinished projects behind
Leaving your loved ones without adequate financial resources
Are your legal and financial affairs in order?
Do you have a will or trust?
Talk with religious advisors about spiritual concerns",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,See FCA fact sheet Advanced Illness: Holding On and Letting Go.,[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Depends on the degree of impairment the person has experienced and their legal ability to sign documents
If you are the responsible person, the questions to ask yourself are:
What is the prognosis?
Knowing this person, what would he or she want in this situation?
Are there others you should consult who might also have an idea of what would be wanted?
Does the hospital have an ethics committee or other staff you can consult to help sort through options for care?
What financial and insurance benefits can be accessed to provide care?",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"What is the prognosis?
Knowing this person, what would he or she want in this situation?
Are there others you should consult who might also have an idea of what would be wanted?
Does the hospital have an ethics committee or other staff you can consult to help sort through options for care?
What financial and insurance benefits can be accessed to provide care?",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Family Caregiver Alliance
National Center on Caregiving
(415) 434-3388 | (800) 445-8106
Website: www.caregiver.org
Email: info@caregiver.org
FCA CareNav: https://fca.cacrc.org/login.
Services by State: https://www.caregiver.org/connecting-caregivers/services-by-state/.
Family Caregiver Alliance (FCA) seeks to improve the quality of life for caregivers through education, services, research, and advocacy. Through its National Center on Caregiving, FCA offers information on current social, public policy and caregiving issues, provides assistance in the development of public and private programs for caregivers, and assists caregivers nationwide in locating resources in their communities. For San Francisco Bay Area residents, FCA provides direct family support services for caregivers of those with Alzheimer’s disease, stroke, ALS, head injury, Parkinson’s disease, and other debilitating health conditions that strike adults.",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,"Five Wishes
www.agingwithdignity.org
Five Wishes is a document that helps you express how you want to be treated in the event you become seriously ill and unable to speak for yourself.
National Hospice and Palliative Care Organization
www.nhpco.org
POLST
Objective information provided about this advance care planning tool. Offers a current POLST program map by state and a downloadable POLST form.
www.polst.org
Nolo
Self-help legal publisher with many publications and sample documentation for POLST, AHCD, and related issues.
www.nolo.com",[]
https://www.caregiver.org/resource/advance-health-care-directives-and-polst/,Advance Health Care Directives and POLST,This fact sheet was prepared by Family Caregiver Alliance. ©2012 Family Caregiver Alliance. All rights reserved.,[]
https://www.caregiver.org/resource/advanced-illness-cpr-dnr/,Advanced Illness: CPR and DNR,"Big issues—and big decisions—confront us when we think about the imminent death of a terminally ill person in our care. Among the emotional, legal, and financial considerations are also questions regarding the type of medical assistance the person you care for should receive as their illness advances. For example, if they suddenly have difficulty breathing, will you allow a paramedic or an emergency room technician to administer CPR? And if CPR revives the person, yet they still can no longer breathe on their own, should you allow a machine—a respirator—to breathe for them?
A better understanding of cardiopulmonary resuscitation, or CPR, can be helpful when it comes to making this difficult choice before a crisis occurs. This fact sheet specifically addresses the process of CPR and describes the DNR (Do Not Resuscitate) form, the legal document used to indicate to medical professionals your—or the person you care for’s—wishes. (For a more detailed discussion of the other issues involved in planning for the end of life, see the Family Caregiver Alliance fact sheets, Advanced Illness: Holding On and Letting Go, and Advanced Illness: Feeding Tubes and Ventilators).",[]
https://www.caregiver.org/resource/advanced-illness-cpr-dnr/,Advanced Illness: CPR and DNR,"Consider the following scenario:
Nancy’s husband has had Alzheimer’s disease for eight years, and is now in the final stages of the illness. After a discussion of end-of-life issues with her family, Nancy has decided to “let nature take its course” if anything of an urgent medical nature happens to her husband. In other words, she does not want him to be put on life support. She has told her doctor of this decision, and he has concurred.
One night, Nancy wakes up to find her husband having trouble breathing. Reflexively, without thinking, she calls 911. By the time the paramedics arrive, her husband has stopped breathing completely. The paramedics leap to do their job: they immediately administer CPR and take him to the hospital. By the time Nancy arrives at the hospital, her husband is connected to a ventilator and numerous IVs. Unfortunately, this is exactly what she did not want for him. ",[]
https://www.caregiver.org/resource/advanced-illness-cpr-dnr/,Advanced Illness: CPR and DNR,"Fully understanding Nancy’s scenario requires a deeper understanding of cardiopulmonary resuscitation. Simply put, CPR is the process of restarting the heartbeat and breathing after one or both has stopped. The first step involves creating an artificial heartbeat by pushing on the chest, and attempting to restore breathing by blowing into the person’s mouth. A medical professional will then insert a tube through the mouth and down the airway to make the artificial breathing more efficient. Electric shocks may be given to the heart, and various drugs may be given through an intravenous line. If the heartbeat starts again but breathing is still not adequate, a machine called a ventilator may be employed to move air in and out of the person’s lungs indefinitely.
On television, CPR is often depicted as the ultimate life-saving technique. However, television does not show this process quite accurately—in real life the process is more brutal. Pushing the center of the chest down about one and one-half inches, 100 times a minute for several minutes, causes pain, and may even break ribs, damage the liver, or create other significant problems. CPR produces a barely adequate heartbeat, and doing it more gently is not sufficient to circulate enough blood. Electric shocks and a tube in the throat are also harsh treatments, but may be essential to resuscitate someone.
CPR frequently can save a person’s life, particularly in the case of some kinds of heart attacks and accidents an otherwise healthy person may experience. CPR is also most successful when the failure of heartbeat and breathing occurs in the hospital, in the Cardiac Care Unit (CCU). Nurses in the unit will instantly recognize the problem and begin sophisticated care.
However, when a person is in failing health from a serious and progressive illness, the heart and breathing will ultimately fail as a result of that illness. In such a circumstance, there is little chance that CPR will succeed at all. Any success will be temporary at best, because the person’s weakened condition will soon cause the heartbeat and breathing to fail again.
Another possibility is that CPR may be only partially successful. If the heartbeat is restored but a person is still too weak to breathe on his or her own and remains too weak to do so, he or she may be on a ventilator for days, weeks, months or longer. Moreover, when breathing or heartbeat fails, the brain is rapidly deprived of oxygen. As a result, within seconds, the brain begins to fail (one loses consciousness), and within a very few minutes permanent damage to the brain occurs. If it takes more than those very few minutes to start effective CPR, the person will not fully recover. The brain damage may mean anything from some mental slowing and loss of memory to complete and permanent unconsciousness and dependency on a ventilator and sophisticated medical life support. (See FCA fact sheet: Advanced Illness: Feeding Tubes and Ventilators.)",[]
https://www.caregiver.org/resource/advanced-illness-cpr-dnr/,Advanced Illness: CPR and DNR,"A call to 911 is a request for emergency help; the goal of those who respond to 911 calls is to protect life and property, and the people who respond expect to go to work doing what they are trained to do to accomplish that goal. If your house is on fire, the firefighters don’t ask for permission to cut a hole in your roof and spray water all over your living room—they just do what is necessary to stop the fire from destroying your home.
Similarly, when a person’s heartbeat and breathing have failed, the 911 responders are not prepared to have a long talk with you about the person’s condition and what you think might be best to do. They know that any delay could mean brain damage, so they immediately start CPR and then take the person to the hospital. With one exception, which we will discuss in the next section, their rules require this, and it makes sense if you think about the purpose of the 911 system.
When Nancy called 911 in our scenario, the paramedics simply did what they are trained to do—they revived her husband. However, if Nancy and her doctor had completed a DNR form and kept it in the home, her husband would not have been resuscitated and/or connected to machines when he got to the hospital.",[]
https://www.caregiver.org/resource/advanced-illness-cpr-dnr/,Advanced Illness: CPR and DNR,"The “Emergency Medical Systems Prehospital Do Not Resuscitate (DNR) Form” is a legal document that gives the 911 responders permission not to perform CPR. The DNR form is prepared in advance of any situation and kept at home. This prehospital DNR form lists the name of the person to whom it applies, and is signed by that person (or whoever represents that person if he or she is too ill to make medical decisions on his or her own behalf). It is also signed by the person’s doctor. Please note this is very important: the form is not valid until the doctor signs it, as it is a medical order. There is a new form which can replace or be a supplement to the traditional DNR order called a POLST (Physician Orders for Life Sustaining Treatment). See fact sheet Advance Health Care Directives and POLST. 
The DNR or POLST is the only form that affects 911 responders; other documents, such as a Durable Power of Attorney for Health Care or some other Advanced Directives, do not. If emergency personnel arrive to find a person whose heartbeat and breathing have failed or are failing, they will perform CPR unless they see a correctly completed DNR/POLST.
In light of this, the DNR/POLST form should be kept near the ill person’s bed, perhaps on the wall, so it will be easy to find in case of emergency. When 911 responders see this form, they will still do anything they can to make the sick person comfortable, but they will not perform CPR. In the absence of a DNR/POLST form, they must do CPR. The DNR/POLST is the only form that gives you control over what they may do. (Note: A DNR may be reversed if you so desire.)",[]
https://www.caregiver.org/resource/advanced-illness-cpr-dnr/,Advanced Illness: CPR and DNR,"Why would one choose to prepare a DNR? Because, as we’ve discussed above, there are times when it may not make sense to perform CPR. As an illness progresses, there usually comes a time when continued treatment will no longer reduce symptoms nor heal the person and he/she is in an end stage of the disease. (When a person is becoming more and more sick, doctors may try various treatments to stop the illness, but eventually it may become clear that treatments are not having the desired effect. Other treatments might provide comfort, and might even partly control the disease, but a point may be reached where nothing will stop the person’s decline.) Under these circumstances, you might feel there is little reason to attempt CPR, as it (at this point, CPR) may only prolong dying. This allows natural death to occur. In fact, the original name of the DNR form was “DNAR” for “Do Not Attempt Resuscitation.” This name recognized the fact that the form instructed the 911 responders not to undertake something that, despite the best efforts, would not work effectively in the long run. At most, the effort might put the sick person in the hospital, in pain and distress, for the last days of his or her life. Having a DNR prepared may also relieve the caregiver of making a decision to turn off a machine, which can be an even more difficult decision psychologically.
(See the FCA fact sheets, End-of-Life Choices: Holding On and Letting Go and Decision Making for more discussions about this issue).",[]
https://www.caregiver.org/resource/advanced-illness-cpr-dnr/,Advanced Illness: CPR and DNR,"When someone is suffering from a chronic illness, as opposed to an acute illness (the kind that usually requires a hospital visit or stay), the decline is often gradual. As a result, both caregivers and those in their care often forget to talk about the choices the chronically ill person would like to make regarding his or her health care. If you decide that you do not want CPR and are concerned about this decision, it might help to talk with your physician and clergyperson. It is normal, instinctive, to try to save life no matter what, and some people are concerned that not doing everything possible to preserve life is the same as “killing” someone. But it can also simply mean respecting the end stage of a disease as the body shuts down and death naturally occurs.
There are no right and wrong answers to these questions, and until we face a situation like this, it is difficult to anticipate the kinds of choices we’d make. As we change throughout the course of an illness, our choices might also change. However, the more thoroughly family members have discussed these issues in advance of the need to make a critical decision, the easier it will be on both the person who is ill and those responsible for that person’s care. It is never too soon to start the conversation. Hospice care can relieve suffering and provide support to patients and families facing these crises.",[]
