index,title,content,url
1,Tips for People With Dementia,"Tips for Everyday Tasks for People Living With Dementia Alzheimer’s disease and related dementias get worse over time. Even simple everyday activities can become difficult to complete. To help cope with changes in memory and thinking, consider strategies that can make daily tasks easier. Try to adopt them early on so you will have more time to adjust. You can:",https://www.alzheimers.gov/life-with-dementia/tips-dementia
1,Tips for People With Dementia,"Write down to-do lists, appointments, and events in a notebook or calendar. Set up automated bill payments and consider asking someone you trust to help manage your finances. Have your groceries delivered. Manage your medications with a weekly pillbox, a pillbox with reminders (like an alarm), or a medication dispenser. Ask your doctor to provide a care plan and write down care directions (or have a family member or friend take notes during the visit). Sleep Tips for People Living With Dementia Dementia often changes a person’s sleeping habits. You may sleep a lot, or not enough, and wake up many times during the night. Poor sleep quality can make dementia symptoms worse.",https://www.alzheimers.gov/life-with-dementia/tips-dementia
1,Tips for People With Dementia,Tips for better and safer sleep:,https://www.alzheimers.gov/life-with-dementia/tips-dementia
1,Tips for People With Dementia,"Follow a regular schedule by going to sleep and getting up at the same time each day, even on weekends or when traveling. Develop a relaxing bedtime routine with lowered lights, cool temperature, and no electronic screens. Avoid caffeine and naps late in the day. Have a lamp that’s easy to reach and turn on, a nightlight in the hallway or bathroom, and a flashlight nearby. Keep a telephone with emergency numbers by your bed. Talk to your doctor if you have problems sleeping. Healthy and Active Lifestyle Tips for People Living With Dementia Participating in activities you enjoy and getting exercise may help you feel better, stay social, maintain a healthy weight, and have regular sleep habits.",https://www.alzheimers.gov/life-with-dementia/tips-dementia
1,Tips for People With Dementia,Try these tips for a healthy and active lifestyle:,https://www.alzheimers.gov/life-with-dementia/tips-dementia
1,Tips for People With Dementia,"Try to be physically active for at least 30 minutes on most or all days of the week. But be realistic about how much activity you can do at one time. Several short “mini-workouts” may be best. Aim for a mix of exercise types — endurance, strength, balance, and flexibility. For example, you could do a mix of walking or dancing, lifting weights, standing on one foot, and stretching. Even everyday activities like household chores and gardening help you stay active. Your diet may need to change as dementia progresses to maintain a healthy weight. Talk with your doctor about the best diet for you, and choose nutritious foods such as fruits and vegetables, whole grains, and lean sources of protein and dairy products. Avoid added sugars, saturated fats, and sodium. Stay social by talking on the phone with family and friends, joining an online support group, or going for a walk in your neighborhood. Finding Care and Support: Tips for People Living With Dementia Many people may be able to help in different ways. These people might include family members, friends, professional caregivers, community organizations, and others with dementia. For example, you can:",https://www.alzheimers.gov/life-with-dementia/tips-dementia
1,Tips for People With Dementia,"Ask friends or family to help with needs like cooking, paying bills, transportation, or shopping. If you live alone, find people you trust who can visit often. Consider letting trusted neighbors know of your diagnosis so they can help if needed. Use social service agencies, local nonprofits, and Area Agencies on Aging to connect with in-home help, transportation, meals, and other services. Learn more about support and services.",https://www.alzheimers.gov/life-with-dementia/tips-dementia
2,What Is Alzheimer’s Disease?,"Alzheimer’s disease is a brain disorder that slowly destroys memory and thinking skills and, eventually, the ability to carry out the simplest tasks. People with Alzheimer’s also experience changes in behavior and personality.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"More than 6 million Americans, many of them age 65 and older, are estimated to have Alzheimer’s disease. That’s more individuals living with Alzheimer’s disease than the population of a large American city. Many more people experience Alzheimer's in their lives as family members and friends of those with the disease.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"The symptoms of Alzheimer’s disease — changes in thinking, remembering, reasoning, and behavior — are known as dementia. That’s why Alzheimer’s is sometimes referred to as “dementia.” Other diseases and conditions can also cause dementia, with Alzheimer’s being the most common cause of dementia in older adults.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,Alzheimer’s disease is not a normal part of aging. It’s the result of complex changes in the brain that start years before symptoms appear and lead to the loss of brain cells and their connections.,https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"What Causes Alzheimer’s? The causes of Alzheimer’s disease are not yet fully understood, but probably include a combination of:",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"Age-related changes in the brain, like shrinking, inflammation, blood vessel damage, and breakdown of energy within cells, which may harm neurons and affect other brain cells. Changes or differences in genes, which may be passed down by a family member. Both types of Alzheimer's — the very rare early-onset type occurring between age 30 and mid-60s, and the most common late-onset type occurring after a person’s mid-60s — can be related to a person’s genes in some way. Many people with Down syndrome, a genetic condition, will develop Alzheimer’s as they age and may begin to show symptoms in their 40s. Health, environmental, and lifestyle factors that may play a role, such as exposure to pollutants, heart disease, stroke, high blood pressure, diabetes, and obesity. Watch this video to see how Alzheimer’s disease changes the brain.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"What Are the Signs and Symptoms of Alzheimer’s? Memory problems are often one of the first signs of Alzheimer’s. Symptoms vary from person to person, and may include problems with:",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"Word-finding, or having more trouble coming up with words than other people the same age. Vision and spatial issues, like awareness of the space around them. Impaired reasoning or judgment, which can impact decisions. Other symptoms may be changes in the person’s behavior, including:",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"Taking longer to complete normal daily tasks. Repeating questions. Trouble handling money and paying bills. Wandering and getting lost. Losing things or misplacing them in odd places. Mood and personality changes. Increased anxiety and/or aggression. How Is Alzheimer’s Diagnosed and Treated? Doctors may ask questions about health, conduct cognitive tests, and carry out standard medical tests to determine whether to diagnose a person with Alzheimer’s disease. If a doctor thinks a person may have Alzheimer’s, they may refer the person to a specialist, such as a neurologist, for further assessment. Specialists may conduct additional tests, such as brain scans or lab tests of spinal fluid, to help make a diagnosis. These tests measure signs of the disease, such as changes in brain size or levels of certain proteins.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"There is currently no cure for Alzheimer’s, though there are several medicines approved by the U.S. Food and Drug Administration (FDA) that can help manage some symptoms of the disease along with coping strategies to manage behavioral symptoms. There are also medications emerging to treat the progression of the disease by targeting its underlying causes. Learn more about how Alzheimer's disease is treated.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,Most medicines work best for people in the early or middle stages of Alzheimer’s. Researchers are exploring other drug therapies and nondrug interventions to delay or prevent the disease as well as treat its symptoms.,https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"What Are the Stages of Alzheimer’s? Alzheimer’s disease slowly gets worse over time. People with this disease progress at different rates and in several stages. Symptoms may get worse and then improve, but until an effective treatment for the disease itself is found, the person’s ability will continue to decline over the course of the disease.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"Early-stage Alzheimer’s is when a person begins to experience memory loss and other cognitive difficulties, though the symptoms appear gradual to the person and their family. Alzheimer’s disease is often diagnosed at this stage.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"During middle-stage Alzheimer’s, damage occurs in areas of the brain that control language, reasoning, sensory processing, and conscious thought. People at this stage may have more confusion and trouble recognizing family and friends.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"In late-stage Alzheimer’s, a person cannot communicate, is completely dependent on others for care, and may be in bed most or all the time as the body shuts down.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"How long a person can live with Alzheimer’s disease varies. A person may live as few as three or four years if he or she is older than 80 when diagnosed, to as long as 10 or more years if the person is younger. Older adults with Alzheimer’s disease need to know their end-of-life care options and express their wishes to caregivers as early as possible after a diagnosis, before their thinking and speaking abilities fail.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"What Is Mild Cognitive Impairment? Mild cognitive impairment, or MCI, is a condition in which people have more memory problems than normal for their age but are still able to carry out their normal daily activities. A doctor can do thinking, memory, and language tests to see if a person has MCI. People with MCI are at a greater risk for developing Alzheimer’s disease, so it’s important to see a doctor or specialist regularly if you have this condition.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
2,What Is Alzheimer’s Disease?,"Learn more about mild cognitive impairment. What Can You Do? If you are concerned about memory problems or other symptoms, call your doctor. If you or someone you know has recently been diagnosed, explore the resources on this website and linked below to find out more about the disease, care, support, and research.",https://www.alzheimers.gov/alzheimers-dementias/alzheimers-disease
3,What Is Dementia?,"Dementia is an umbrella term used to describe a range of neurological conditions affecting the brain that worsen over time. It is the loss of the ability to think, remember, and reason to levels that affect daily life and activities. Some people with dementia cannot control their emotions and other behaviors, and their personality may change.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"In the past, dementia was sometimes referred to as “senility” and was thought to be a normal part of aging, likely because it is more common as people age. About one-third of all people age 85 or older may have some form of dementia. But dementia is not a normal part of aging and not everyone develops dementia as they grow older. In rare cases, some people develop dementia in midlife.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"What Causes Dementia? Dementia is the result of changes in certain brain regions that cause neurons (nerve cells) and their connections to stop working properly. Researchers have connected changes in the brain to certain forms of dementia, but, in most cases, the underlying causes are unknown. For a small number of people, rare genetic variants that cause dementia have been identified.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Although some people may be diagnosed simply as having “dementia,” to best tailor treatment and prepare for the future, it is ideal to know the specific type.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,Types of dementia include:,https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Alzheimer’s disease, the most common dementia diagnosis among older adults. Alzheimer’s dementia is typically associated with abnormal buildups of proteins in the brain — known as amyloid plaques and tau tangles — along with a loss of connection among nerve cells. These changes can be seen during life using a PET scan. Frontotemporal dementia (FTD), which is rare and tends to occur in people younger than 60. FTD is named for the areas of the brain affected. Changes in the frontal lobe lead to behavioral symptoms, whereas changes in the temporal lobe lead to problems with language and emotions. These changes include abnormal amounts or forms of the proteins tau and TDP-43, and the loss of nerve cells. Lewy body dementia (LBD), with symptoms that include problems with thinking, movement, behavior, and mood. People with LBD have abnormal deposits of a protein called alpha-synuclein in the brain, also called Lewy bodies. Vascular dementia, a diagnosis of dementia in people who have vascular changes in the brain, such as a stroke or injury to small vessels carrying blood to the brain. People diagnosed with a vascular dementia may also show changes in the brain’s white matter, i.e., the connecting ""wires"" of the brain that relay messages between regions. These changes can be seen with an MRI. Mixed dementia, which refers to a diagnosis of dementia that is thought to be connected to a mixture of changes in the brain. For example, a person might have evidence of changes traditionally associated with both Alzheimer’s and vascular dementia. Researchers are continuing to explore how and why multiple distinct dementia-related brain changes can develop at the same time. This will help them better understand these various disorders and develop personalized prevention and treatment strategies. Together, the conditions are often referred to as Alzheimer’s disease and Alzheimer’s disease-related dementias because they share many features and may commonly occur together.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Scientists are investigating how the underlying disease processes in different forms of dementia start and influence each other. They also continue to explore the variety of disorders and disease processes that contribute to dementia, including previously unidentified causes. For example, researchers recently characterized a brain disorder involving the TDP-43 protein called limbic predominant age-related TDP-43 encephalopathy, or LATE. LATE causes symptoms similar to Alzheimer’s, including memory loss, but has different underlying causes. Researchers identified LATE based on results of autopsy studies that revealed build-ups of the protein TDP-43. Recent research suggests that LATE can contribute to cognitive decline alone or in combination with other types of dementia and that people over the age of 80 are at the greatest risk. LATE can currently only be diagnosed after death through an autopsy. Researchers are working to further explore the causes of and risk factors for LATE and to identify ways that could help doctors diagnose and treat it.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Many other conditions can cause dementia or dementia-like symptoms, including Creutzfeldt-Jakob disease, Huntington's disease, chronic traumatic encephalopathy, and HIV-associated dementia. In addition, certain medical conditions — and even some medications — can cause serious memory problems like those seen in dementia. Scientists continue to research disorders that cause dementia or similar symptoms.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,Treatable Causes of Dementia-Like Symptoms There are many conditions that can cause dementia-like symptoms that can sometimes be stopped or even reversed with treatment. These conditions include:,https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Side effects of certain medicines Emotional problems, such as stress, anxiety, or depression Certain vitamin deficiencies Heavy alcohol use over a long period of time Blood clots, tumors, or infections in the brain Delirium, a sudden state of confusion and disorientation Head injury, such as a concussion from a fall or accident Thyroid, kidney, or liver problems Normal pressure hydrocephalus, an abnormal buildup of cerebrospinal fluid in the brain Talk with your doctor if you experience serious memory problems or other symptoms of dementia. A proper diagnosis is important to getting the right treatment.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"What Are the Signs and Symptoms of Dementia? Many people associate dementia with memory loss. This is because memory problems are often one of the early symptoms of a dementia disorder, but they are not the only one. The symptoms of dementia can vary, depending on the type of dementia and which areas of the brain are affected. Symptoms may include:",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Memory loss, poor judgment, and confusion Changes in the ability to speak, understand, and express thoughts and/or words and to write and read Wandering and getting lost in a familiar neighborhood Trouble handling money and paying bills Repeating questions Using unusual words to refer to familiar objects Taking longer to complete normal daily tasks Loss of interest in normal daily activities or events Hallucinations, delusions, and paranoia Acting impulsively Not caring about other people’s feelings Problems with balance and movement People with dementia and those caring for them can face great challenges, including the person’s ability to handle tasks, changes in family relationships, loss of work, and the need for more care as the underlying disease progresses. People in the earlier stages of dementia may need help with daily activities, while people with advanced dementia may need constant care and supervision.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,People with intellectual and developmental disabilities can also develop dementia as they age. Recognizing the symptoms can be difficult because they may be attributed to the person's disability. It’s important to consider a person’s existing ability and watch for changes over time that may signal dementia.,https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"How Is Dementia Diagnosed and Treated? To diagnose dementia, a doctor will complete a medical history, physical exam, and neurological tests that assess balance, sensory response, reflexes, and memory and thinking skills. In addition, a doctor may order brain scans, blood tests, genetic tests, a spinal tap, and a mental health evaluation to help determine a diagnosis.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Because different types of dementia can share similar symptoms, providing an accurate diagnosis can be difficult. In addition, dementia may be difficult to diagnose as a single disease given that a person could have more than one type.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Visiting a primary care doctor is often the first step for people who are experiencing symptoms of dementia. Your doctor may refer you to a neurologist, which is a specialist in disorders of the brain and nervous system. Neurologists generally have the expertise needed to diagnose dementia.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"While there is currently no cure for Alzheimer’s or related dementias, medicines are emerging to treat disease progression. There are also medications that may temporarily improve or stabilize memory and thinking skills in some people and may help manage certain symptoms and behavioral problems. A team of specialists — doctors, nurses, and therapists — can help with maintaining mobility; addressing speech and swallowing problems; and learning new ways to handle loss of skills with everyday tasks, such as feeding oneself.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"Through substantial investments from the U.S. federal government and others, researchers continue to advance scientific growth and discovery to improve the diagnosis, treatment, and care of those living with dementia.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
3,What Is Dementia?,"What Can You Do? If you are concerned about memory problems or other symptoms of dementia, call your doctor. If you or someone you know has recently been diagnosed, explore the resources on this website and referenced below to find out more about dementia care, support, and research. It is important to educate family, friends, and caregivers about a loved one’s diagnosis. In-person and online support groups offered by nonprofit organizations can provide families and caregivers with additional resources and opportunities to share experiences and express concerns. You may also consider participating in a clinical trial or study.",https://www.alzheimers.gov/alzheimers-dementias/what-is-dementia
4,What Is Frontotemporal Dementia?,"Frontotemporal dementia is caused by a group of disorders that gradually damage the brain’s frontal and temporal lobes. These damages cause changes in thinking and behaviors. Symptoms can include unusual behaviors, emotional problems, trouble communicating, challenges with work, and difficulty with walking.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"Frontotemporal dementia (FTD), sometimes called frontotemporal disorders, is rare and tends to occur at a younger age than other dementias. About 60% of people with frontotemporal dementia are 45 to 64 years old.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"FTD is progressive, meaning symptoms get worse over time. Some people live more than 10 years after diagnosis, while others live less than two years after they are diagnosed. High levels of care, such as 24-hour care, may be needed over time. Once the person is diagnosed, it is important to plan ahead for financial, legal, and care arrangements that may be needed as the disease progresses.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"What Are the Types of Frontotemporal Dementia? There are several disorders that can result in frontotemporal dementia, all of which can affect middle-aged and older adults.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"Behavioral variant frontotemporal dementia (bvFTD) is the most common frontotemporal disorder. It causes changes in personality, behavior, emotions, and judgment. Primary progressive aphasia (PPA) involves changes in the ability to communicate — to speak, read, write, and understand what others are saying. Movement disorders happen when the parts of the brain that control movement are affected. There are two types of rare movement disorders associated with FTD: corticobasal syndrome and progressive supranuclear palsy. Other movement-related disorders include frontotemporal dementia with parkinsonism and frontotemporal dementia with amyotrophic lateral sclerosis (FTD-ALS). Symptoms can vary among these movement disorders.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"What Causes Frontotemporal Dementia? The underlying causes of frontotemporal dementia are not yet fully understood. People with FTD have abnormal amounts or forms of proteins called tau and TDP-43 inside nerve cells, or neurons, in their brain. The neurons die because the buildup of these proteins causes damage. In some cases, changes or differences in genes can be identified as the cause of FTD. For example, about 10% to 30% of bvFTD cases can be attributed to genetic causes. People with a family history of FTD are more likely to have a genetic form of the disease.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,What Are the Signs and Symptoms of Frontotemporal Dementia? The signs and symptoms of frontotemporal dementia vary from person to person and the order in which they appear can also vary. Changes in the frontal lobe of the brain are generally associated with behavioral symptoms and may also lead to movement symptoms. Changes in the temporal lobe generally lead to disorders of language and emotion.,https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,Symptoms of frontotemporal dementia and associated disorders may include:,https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"Decreased energy and motivation Lack of interest in others Inappropriate and impulsive behaviors Not acting considerate of others Repeating an activity or word over and over again Changes in food preferences and compulsive eating Increased interest in sex Neglect of personal hygiene Emotional flatness or excessive emotions Difficulty making or understanding speech Inability to make common motions, such as using a fork Problems with balance and walking Increased clumsiness Slow movement, falling, body stiffness Restricted eye movements Shaky hands Muscle weakness and loss, fine jerks, wiggling in muscles",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"How Is Frontotemporal Dementia Diagnosed and Treated? Frontotemporal dementia can be hard to diagnose because symptoms are similar to other conditions. Also, because these disorders are rare, physicians may be unfamiliar with the signs and symptoms.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"Talking with patients, family members, and caregivers can help doctors make a diagnosis. It is important to tell the doctor about any symptoms involving changes in personality and behavior and difficulties with speech or movement.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"To diagnose frontotemporal dementia, a doctor may perform an exam and ask about symptoms, look at personal and family medical history, use tests to help rule out other conditions, order genetic testing, conduct an assessment of the mind and behavior, and order imaging of the brain. Only genetic tests in familial cases or a brain autopsy after a person dies can confirm a diagnosis of frontotemporal dementia. Researchers are studying ways to diagnose the disorders earlier and more accurately and to distinguish them from other types of dementia.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"There is no cure for frontotemporal dementia and no way to slow down or prevent it. However, there are ways to help manage symptoms:",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
4,What Is Frontotemporal Dementia?,"Maintain a schedule, decrease distractions, and change the environment to help with behavioral issues. For example, if compulsive eating is an issue, consider limiting food choices, locking cabinets and the refrigerator, and distracting the person with other activities. Try to recognize it’s the illness “talking” and accept rather than challenge people with behavioral symptoms. Arguing or reasoning will not help because they cannot control their behaviors or even see that they are unusual or upsetting to others. Limit choices and offer specific choices, such as “Do you want to go to the park or for a walk?” rather than, “What do you want to do today?” If you become frustrated, take a timeout — take deep breaths, count to 10, or leave the room for a few minutes. To help with language issues, speak slowly and clearly, use simple sentences, wait for responses, and ask for clarification if you don’t understand something. An album of labeled photos of people and objects, gestures, and drawing may help communicate without talking. A speech-language pathologist can determine the best tools and strategies for a particular person. Medications, such as antidepressants and antipsychotics, may help treat certain behavioral symptoms. There are also medications that may help with movement problems, and physical and occupational therapy may provide some relief. Contact an academic medical center in your community to find a specialist and learn more about possible treatments. Visit the National Institute on Aging for a list of medical centers where people with frontotemporal dementia and associated disorders can be diagnosed and treated.",https://www.alzheimers.gov/alzheimers-dementias/frontotemporal-dementia
