index,title,content,source
0,Alzheimer's Disease Fact Sheet,To learn more about Alzheimer’s clinical trials and studies:,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,Talk to your health care provider about local studies that may be right for you. Search the Alzheimers.gov Clinical Trials Finder for options near you or sign up for email alerts about new trials and studies. Sign up for a registry or matching service to be invited to participate in trials and studies. Contact an Alzheimer’s Disease Research Center or a memory or neurology clinic in your community. Learn more about participating in clinical trials. Watch videos,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"How does Alzheimer's disease affect the brain? Scientists continue to unravel the complex brain changes involved in Alzheimer’s. Changes in the brain may begin a decade or more before symptoms appear. During this very early stage of Alzheimer’s, toxic changes are taking place in the brain, including abnormal buildups of proteins that form amyloid plaques and tau tangles. Previously healthy neurons stop functioning, lose connections with other neurons, and die. Many other complex brain changes are thought to play a role in Alzheimer’s as well.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"The damage initially appears to take place in the hippocampus and the entorhinal cortex, which are parts of the brain that are essential in forming memories. As more neurons die, additional parts of the brain are affected and begin to shrink. By the final stage of Alzheimer’s, damage is widespread and brain tissue has shrunk significantly.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Signs and symptoms of Alzheimer's disease Memory problems are typically one of the first signs of cognitive impairment related to Alzheimer’s. Some people with memory problems have a condition called mild cognitive impairment (MCI). With MCI, people have more memory problems than normal for their age, but their symptoms do not interfere with their everyday lives. Movement difficulties and problems with the sense of smell have also been linked to MCI. Older people with MCI are at greater risk for developing Alzheimer’s, but not all of them do so. Some may even revert to normal cognition.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"The first symptoms of Alzheimer’s vary from person to person. For many, decline in nonmemory aspects of cognition, such as word finding, vision/spatial issues, and impaired reasoning or judgment may signal the very early stages of the disease. Researchers are studying biomarkers (biological signs of disease found in brain images, cerebrospinal fluid, and blood) to detect early changes in the brains of people with MCI and in cognitively normal people who may be at greater risk for Alzheimer’s. More research is needed before these techniques can be used broadly and routinely to diagnose Alzheimer’s in a health care provider’s office.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Stages of Alzheimer's disease Mild Alzheimer’s disease As Alzheimer’s worsens, people experience greater memory loss and other cognitive difficulties. Problems can include wandering and getting lost, trouble handling money and paying bills, repeating questions, taking longer to complete normal daily tasks, and personality and behavior changes. People are often diagnosed in this stage.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Moderate Alzheimer’s disease In this stage, damage occurs in areas of the brain that control language, reasoning, conscious thought, and sensory processing, such as the ability to correctly detect sounds and smells. Memory loss and confusion grow worse, and people begin to have problems recognizing family and friends. They may be unable to learn new things, carry out multistep tasks such as getting dressed, or cope with new situations. In addition, people at this stage may have hallucinations, delusions, and paranoia and may behave impulsively.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Severe Alzheimer’s disease Ultimately, plaques and tangles spread throughout the brain, and brain tissue shrinks significantly. People with severe Alzheimer’s cannot communicate and are completely dependent on others for their care. Near the end of life, the person may be in bed most or all of the time as the body shuts down.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"What causes Alzheimer’s disease? In recent years, scientists have made tremendous progress in better understanding Alzheimer’s and the momentum continues to grow. Still, scientists don’t yet fully understand what causes Alzheimer’s disease in most people. The causes probably include a combination of age-related changes in the brain, along with genetic, environmental, and lifestyle factors. The importance of any one of these factors in increasing or decreasing the risk of developing Alzheimer’s may differ from person to person.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"The basics of Alzheimer’s disease Scientists are conducting studies to learn more about plaques, tangles, and other biological features of Alzheimer’s. Advances in brain imaging techniques enable researchers to see the development and spread of abnormal amyloid and tau proteins in the living brain, as well as changes in brain structure and function. Scientists are also exploring the very earliest steps in the disease process by studying changes in the brain and body fluids that can be detected years before Alzheimer’s symptoms appear. Findings from these studies will help improve our understanding of the causes of Alzheimer’s and make diagnosis easier.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"One of the great mysteries of Alzheimer’s is why it largely affects older adults. Research on normal brain aging is exploring this question. For example, scientists are learning how age-related changes in the brain may harm neurons and affect other types of brain cells to contribute to Alzheimer’s damage. These age-related changes include atrophy (shrinking) of certain parts of the brain, inflammation, blood vessel damage, production of unstable molecules called free radicals, and mitochondrial dysfunction (a breakdown of energy production within a cell).",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Alzheimer's disease genetics In most cases, Alzheimer’s does not have a single genetic cause. Instead, it is likely influenced by multiple genes in combination with lifestyle and environmental factors. Changes in genes, called genetic variations, may increase or decrease a person’s risk of developing the disease.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Scientists currently know of more than 70 genetic regions associated with Alzheimer’s. Of the genetic variants associated with Alzheimer’s so far, only three are known to cause the disease. Although it happens rarely, when someone inherits an altered version of one of these genes — APP, PSEN1, or PSEN2 — they will likely develop Alzheimer’s before age 65 and sometimes much earlier.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"People with Down syndrome also have a higher risk of developing Alzheimer’s earlier in life. Down syndrome results from having an extra chromosome 21, which carries the APP gene that produces the amyloid precursor protein. Too much of this protein leads to build-up of beta-amyloid plaques in the brain. Estimates suggest that 50% or more of people living with Down syndrome will develop Alzheimer’s with symptoms appearing in their 50s and 60s.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Another genetic variation, in the APOE gene, which has several forms, is known to influence the risk of Alzheimer’s. Specifically, APOE ε4 increases a person’s risk of developing Alzheimer’s and is also associated with developing Alzheimer’s earlier in life for certain populations. APOE ε2 may provide some protection against Alzheimer’s.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Changes in different genes, along with other biomedical, lifestyle, and environmental factors, play a role in potentially developing Alzheimer’s. Still, it is never known for certain if any individual will or will not develop the disease.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"For more about Alzheimer’s genetics research, see NIA’s Alzheimer’s Disease Genetics Fact Sheet.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Health, environmental, and lifestyle factors Research suggests that a host of factors beyond genetics may play a role in the development and course of Alzheimer’s. There is a great deal of interest, for example, in the relationship between cognitive decline and vascular conditions, such as heart disease, stroke, and high blood pressure, as well as metabolic diseases, such as diabetes and obesity. Ongoing research will help us understand whether and how reducing risk factors for these conditions may also reduce the risk of Alzheimer’s.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"A nutritious diet, physical activity, social engagement, and mentally stimulating pursuits have all been associated with helping people stay healthy as they age. These factors might also help reduce the risk of cognitive decline and Alzheimer’s. Researchers are testing some of these possibilities in clinical trials.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,How is Alzheimer’s disease diagnosed? Doctors use several methods and tools to help determine whether a person who is having memory problems has Alzheimer’s.,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"To diagnose Alzheimer’s, doctors may:",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Ask the person and a family member or friend questions about overall health, use of prescription and over-the-counter medicines, diet, past medical problems, ability to carry out daily activities, and changes in behavior and personality. Conduct tests of memory, problem solving, attention, counting, and language. Order blood, urine, and other standard medical tests to help identify other possible causes of the problem. Administer tests to determine if depression or another mental health condition is causing or contributing to a person’s symptoms. Collect cerebrospinal fluid via a spinal tap or order blood tests to measure the levels of proteins associated with Alzheimer’s and related dementias. Perform brain scans, such as CT, MRI, or PET (positron emission tomography), to support an Alzheimer’s diagnosis or to rule out other possible causes for symptoms. These tests may be repeated to give doctors information about how the person’s memory and other cognitive functions are changing over time.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"People with memory and thinking concerns should talk to their doctor to find out whether their symptoms are due to Alzheimer’s or to another cause, such as stroke, tumor, Parkinson’s disease, sleep disturbances, side effects of medication, an infection, or another type of dementia. Some of these conditions may be treatable and, possibly, reversible.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"If the diagnosis is Alzheimer’s, beginning treatment as early as possible in the disease process may help preserve daily functioning for a while. An early diagnosis also helps families plan for the future. They can take care of financial and legal matters, address potential safety issues, learn about living arrangements, and develop support networks.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"In addition, an early diagnosis provides people with more opportunities to participate in clinical trials or studies testing possible new treatments for Alzheimer’s.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"For more information, visit How Is Alzheimer’s Disease Diagnosed?",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"How is Alzheimer’s disease treated? Alzheimer’s is complex, and it is therefore unlikely that any one drug or other intervention will successfully treat it in all people living with the disease. In ongoing clinical trials, scientists are developing and testing several possible treatment interventions.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"While there is currently no cure for Alzheimer’s, medications are emerging to treat the progression of the disease by targeting its underlying causes. There are also medications that may temporarily improve or stabilize memory and thinking skills in some people and may help manage certain symptoms and behavioral problems.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Additionally, people with Alzheimer’s also may experience sleeplessness, depression, anxiety, agitation, and other behavioral and psychological symptoms. Scientists continue to research why these symptoms occur and are exploring new medications and non-drug strategies to manage them. Research shows that treating these symptoms may make people with Alzheimer’s feel more comfortable and also help their caregivers. Antidepressants, antipsychotics, and anti-anxiety drugs may be helpful for some people with Alzheimer’s, but experts agree that these medicines should be used only after other strategies to promote physical and emotional comfort, such as avoiding stressful situations, have been tried. It’s important to talk with a doctor about what treatment will be most effective in your situation.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Support for families and Alzheimer's disease caregivers Caring for a person with Alzheimer’s can have significant physical, emotional, and financial costs. The demands of day-to-day care, changes in family roles, and decisions about placement in a care facility can be difficult. NIA supports efforts to evaluate programs, strategies, approaches, and other research to improve the quality of care and life for those living with dementia and their caregivers.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,Becoming well-informed about the disease is one important long-term strategy. Programs that teach families about the various stages of Alzheimer’s and about ways to deal with difficult behaviors and other caregiving challenges can help.,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Good coping skills, a strong support network, and respite care are other things that may help caregivers handle the stress of caring for a loved one with Alzheimer’s. For example, staying physically active provides physical and emotional benefits.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"Some caregivers have found that joining a support group is a critical lifeline. These support groups enable caregivers to find respite, express concerns, share experiences, get tips, and receive emotional comfort. Many organizations sponsor in-person and online support groups, including groups for people with early-stage Alzheimer’s and their families.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"For more information, see Alzheimer’s Caregiving.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,"For more information about Alzheimer’s disease NIA Alzheimer’s and related Dementias Education and Referral (ADEAR) Center 800-438-4380 adear@nia.nih.gov www.nia.nih.gov/alzheimers The NIA ADEAR Center offers information and free print publications about Alzheimer’s and related dementias for families, caregivers, and health professionals. ADEAR Center staff answer telephone, email, and written requests and make referrals to local and national resources.",https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,Alzheimers.gov www.alzheimers.gov Explore the Alzheimers.gov website for information and resources on Alzheimer’s and related dementias from across the federal government.,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,Eldercare Locator 800-677-1116 eldercarelocator@n4a.org https://eldercare.acl.gov,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,MedlinePlus National Library of Medicine www.medlineplus.gov,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,Alzheimer's Association 800-272-3900 866-403-3073 (TTY) info@alz.org www.alz.org,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,Alzheimer’s Foundation of America 866-232-8484 info@alzfdn.org www.alzfdn.org,https://www.nia.nih.gov/health/alzheimers-and-dementia
0,Alzheimer's Disease Fact Sheet,This content is provided by the NIH National Institute on Aging (NIA). NIA scientists and other experts review this content to ensure it is accurate and up to date.,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"1. What is the difference between Alzheimer's disease and dementia? Understanding types of dementia Share this infographic and help spread the word about understanding different types of dementia. Alzheimer's disease is a type of dementia. Dementia is a loss of thinking, remembering, and reasoning skills that interferes with a person's daily life and activities. Alzheimer's disease is the most common cause of dementia among older people. Other types of dementia include frontotemporal disorders, Lewy body dementia, and vascular dementia.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"Learn more about Alzheimer's disease and dementia. 2. What are the early signs of Alzheimer's disease? Memory problems are typically one of the first signs of Alzheimer's disease, though different people may have different initial symptoms. A decline in other aspects of thinking, such as finding the right words, vision/spatial issues, and impaired reasoning or judgment, may also signal the very early stages of Alzheimer's disease.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"Mild cognitive impairment, or MCI, is a condition that can also be an early sign of Alzheimer's disease — but not everyone with MCI will develop Alzheimer's. In addition to memory problems, movement difficulties and problems with the sense of smell have been linked to MCI. If you have MCI, it’s important to see a doctor or specialist regularly to monitor any changes in memory or thinking .",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Learn more about the signs of Alzheimer's disease.,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"3. What are the stages of Alzheimer's disease? Alzheimer's disease progresses in several stages: preclinical, early (also called mild), middle (moderate), and late (severe). During the preclinical stage of Alzheimer's disease, people seem to be symptom-free, but toxic changes are taking place in the brain. A person in the early stage of Alzheimer's may exhibit the signs listed above.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"As Alzheimer's disease progresses to the middle stage, memory loss and confusion grow worse, and people may have problems recognizing family and friends. As Alzheimer's disease becomes more severe, people lose the ability to communicate. They may sleep more, lose weight, and have trouble swallowing. Eventually, they need total care.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Learn more about the stages of Alzheimer's disease.,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"4. What are the causes of Alzheimer's disease? Scientists do not yet fully understand what causes Alzheimer's disease in most people. In early-onset Alzheimer's, which occurs between a person's 30s and mid-60s, there may be a genetic component. Late-onset Alzheimer's, which usually develops in a person's mid-60s, arises from a complex series of age-related brain changes that occur over decades. The causes probably include a mix of these changes, along with genetic, environmental, and lifestyle factors. These factors affect each person differently.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"Down syndrome, a genetic condition, increases a person’s risk of developing Alzheimer’s disease. Estimates suggest that 50% or more of people with Down syndrome will develop Alzheimer’s disease and may begin to show symptoms in their 40s.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Learn more about the factors that influence Alzheimer's disease.,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"5. Is Alzheimer's disease hereditary? If a family member has alzheimer's disease, will I have it too? infographic icon. Click through for full text.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"Just because a family member has Alzheimer's disease does not mean that you will get it, too. Most cases of Alzheimer's are late-onset. This form of the disease occurs in a person's mid-60s and is not linked to a specific change in genes. However, genetic factors appear to increase a person's risk of developing late-onset Alzheimer's.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"Early-onset Alzheimer's disease, which is rare, can be caused by genetic variants, or changes in certain genes. If one of the genetic variants is passed down, the child will usually — but not always — have the disease. For other cases of early-onset Alzheimer's, research shows other genetic components are involved.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Learn more about assessing risk for Alzheimer's disease.,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"6. Is there a cure for Alzheimer's disease? Currently, there is no cure for Alzheimer's disease. Some sources claim that products such as coconut oil or dietary supplements can cure or delay Alzheimer's. However, there is no scientific evidence to support these claims.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"The U.S. Food and Drug Administration (FDA) has approved several drugs to treat people with Alzheimer's disease, and certain medicines and interventions may help control behavioral symptoms.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Learn more about how Alzheimer's disease is treated.,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"Scientists are developing and testing possible new treatments for Alzheimer's. Learn more about taking part in clinical trials that help scientists learn about the brain in healthy aging and what happens in Alzheimer's and other dementias. Results of these trials are used to improve diagnosis, treatment, and prevention methods.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"7. Is there a way to prevent Alzheimer's disease? Currently, there is no definitive evidence about what can prevent Alzheimer's disease or age-related cognitive decline. What we do know is that a healthy lifestyle — one that includes a healthy diet, physical activity, appropriate weight, and control of high blood pressure — can lower the risk of certain chronic diseases and boost overall health and well-being. Scientists are very interested in the possibility that a healthy lifestyle might delay, slow down, or even prevent Alzheimer's. They are also studying the role of social activity and intellectual stimulation in Alzheimer's disease risk.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Learn more about cognitive health and older adults and reducing your risk for Alzheimer's disease.,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"8. Where can I find financial help for people with Alzheimer's disease or their caregivers? There are several possible sources of financial help, depending on your situation. Looking into programs offered by the government is a great place to start. Several federal and state programs provide help with health care-related costs. Read Paying for Care for information on government programs and other payment sources.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,The following organizations also offer assistance with finding financial help:,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Eldercare Locator 800-677-1116,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,National Council on Aging 571-527-3900,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Family Caregiver Alliance 800-445-8106,https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,"For more information about Alzheimer's NIA Alzheimer’s and related Dementias Education and Referral (ADEAR) Center 800-438-4380 adear@nia.nih.gov www.nia.nih.gov/alzheimers The NIA ADEAR Center offers information and free print publications about Alzheimer’s and related dementias for families, caregivers, and health professionals. ADEAR Center staff answer telephone, email, and written requests and make referrals to local and national resources.",https://www.nia.nih.gov/health/alzheimers-and-dementia
1,8 Frequently Asked Questions About Alzheimer's Disease,Alzheimers.gov www.alzheimers.gov Explore the Alzheimers.gov website for information and resources on Alzheimer’s and related dementias from across the federal government.,https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"Changes in the brain occur many years before the first symptoms of Alzheimer’s disease appear. These early brain changes point to a possible window of opportunity to prevent or delay memory loss and other symptoms of dementia. While nothing has been proven yet to prevent Alzheimer’s, researchers have identified promising strategies and are learning more about what might — and might not — work.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,On this page:,https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"Blood pressure management Increased physical activity Cognitive training What does this mean for Alzheimer’s prevention? Infographic, Making healthy lifestyle choices may reduce your risk of dementia",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"A 2017 review of research looked carefully at the evidence from clinical research on ways to prevent, delay, or slow Alzheimer’s and mild cognitive impairment (MCI) or delay or slow age-related cognitive decline. Clinical trials are often considered to be the “gold standard” for providing the strongest level of evidence that a treatment or medical approach works. Led by a committee of experts from the National Academies of Sciences, Engineering, and Medicine (NASEM), the review found “encouraging but inconclusive” evidence for three types of interventions: blood pressure management in people with high blood pressure, increased physical activity, and cognitive training.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"Within the context of this study, this meant that the three areas showed promise, but more results from clinical trials would be needed to determine whether these interventions could help prevent these conditions. Researchers are also continuing to explore other possible preventive and risk reduction strategies, including certain foods and diets, diabetes management, sleep quality interventions, and hearing restorative devices, for which we have some but not as much evidence.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"The video below highlights conclusions and recommendations from the NASEM review, and the following sections go into more depth on what we know about the most promising interventions to date.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"Blood pressure management Controlling high blood pressure is known to reduce a person's risk for heart disease and stroke, and it also might help prevent or delay Alzheimer's. High blood pressure, particularly in midlife, is considered a risk factor for later-life cognitive decline.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"older man getting blood pressure checked by doctorA large, multiyear clinical trial called SPRINT-MIND (Systolic Blood Pressure Intervention Trial: Memory and Cognition in Decreased Hypertension) looked at the effects of lowering blood pressure in more than 8,000 older adults who were 50 years or older and at high risk for cardiovascular disease. Results showed that lowering systolic blood pressure (i.e., the “top” blood pressure number) to below 120 mmHg, rather than the standard 140 mmHg, significantly reduced the risk of MCI. Further, brain scans also showed that this intensive lowering slowed the buildup of white matter lesions — abnormal changes in the brain associated with dementia.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"In a study that reviewed data from six individual community-based cohorts, researchers examined the long-term data (average follow-up between seven and 22 years) from roughly 31,000 adults over age 55 that provided further evidence to support the potential of this strategy. The study results showed that managing high blood pressure with blood pressure medication reduced the risk of dementia to the level of a person with normal blood pressure not on blood pressure medication.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"However, an observational study of more than 17,000 adults showed that higher systolic blood pressure (particularly at about 185 mmHg) was associated with a lower risk of dementia among those age 60 to 70, which is inconsistent with the findings from SPRINT-MIND. Among those 75 years and older, data showed what’s called a U-shaped association, in which both high and low blood pressure were associated with lower risk. These findings and others point to the need for further research in how blood pressure levels relate to dementia risk at different ages, as well as cardiovascular risk factors.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"While research continues, experts recommend that people control high blood pressure to lower their risk of other serious health problems. Learn more about ways to control your blood pressure.",https://www.nia.nih.gov/health/alzheimers-and-dementia
2,Preventing Alzheimer's Disease: What Do We Know?,"What do we know about diet and Alzheimer’s prevention? People often wonder if a certain diet or specific foods can help prevent Alzheimer’s. The NASEM review of research did not find enough evidence to recommend a certain diet, but some healthy eating patterns and diets have been associated with cognitive benefits. Learn more at What Do We Know About Diet and Prevention of Alzheimer’s Disease?",https://www.nia.nih.gov/health/alzheimers-and-dementia
